イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
PL052_01	53	政策探索	副作用トリガ停止＋代替導線の自動提示（SLA連動）	0.58	注意層（制度不信/不公平感）＋現役納税層＋対象外感が強い層	副作用圧↓ 制度信頼↑ 公平感↑ 炎上連鎖↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、SNS不安下で政策疲労と不透明感が制度信頼を削っている	不安が拡散していて、制度が間違えた時に止まれるのかが一番気になる
PL052_02	53	政策探索	通知の完全ワンレーン化（週1のみ＋重要判定の根拠3行表示）	0.62	注意層（情報過敏/手続き離脱）＋中立層（迷い）＋若年単身/非婚層	政策疲労↓ 情報過負荷↓ 強制感誤認↓ 手続き到達↑ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、SNS不安下で政策疲労と不透明感が制度信頼を削っている	通知が多いと全部疑って見なくなるので、週1で要点と理由だけ知りたい
FB083	54	社会反応	制度要求の可視化	0.50	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労60.8、生活防衛38.8、制度要求37.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB083	54	社会反応	制度要求の可視化	0.50	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労60.8、生活防衛38.8、制度要求37.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB084	54	社会反応	生活防衛シフト	0.63	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労60.8、生活防衛38.8、制度要求37.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB084	54	社会反応	生活防衛シフト	0.63	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労60.8、生活防衛38.8、制度要求37.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE054	54	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は監督/保全枠を維持。中途は省エネ運行と保守強化 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全/電力管理/生技を優先、派遣抑制 / 首都圏業務支援株式会社: 新卒は最小維持。危機広報・監査対応の中途を厚く	関東広域ロジスティクス株式会社: 採用枠は狭く不安増。安全と説明がある職場は志望が残る / 北関東精密加工株式会社: 採用枠は狭いが育成は手厚く、安心と技能獲得は両立しやすい / 首都圏業務支援株式会社: 採用枠は狭いが、危機運用スキル獲得の機会は増える 現役側には 関東広域ロジスティクス株式会社: コスト圧で負荷増。勤務設計改善が不満の緩和要因になる / 北関東精密加工株式会社: 再配置と多能工化が進み負荷増。停止減で心理負担は一部軽減 / 首都圏業務支援株式会社: 現場は不安対応と承認負荷が増え、燃え尽き対策が必須
PL053_01	54	政策探索	取りこぼし監査付き“引き出し型”支援導線	0.58	注意層（情報過敏/制度不信）＋中立層（迷い）＋妊娠中〜産後1年当事者	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧が最大化。説明・通知過多と対象外感が政策疲労を押し上げている。	不安情報が多すぎて、通知が来るほど制度から距離を置きたくなる。
PL053_02	54	政策探索	対象外感の摩擦補償（申請不要の小額・同条件）	0.52	現役納税層＋非婚/非出産選択者＋参加困難層＋対象外感が強い層	公平感↑ 対象外反発↓ 制度信頼↑ 政策疲労↓ 生活防衛圧↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安増幅下で副作用圧が最大化。説明・通知過多と対象外感が政策疲労を押し上げている。	自分は対象外なのに負担だけ増える気がして、政策全体が信用できない。
WE054	54	世界イベント	エネルギー価格ショックの悪化	0.31	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ54: SNS不安増幅が90.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.8。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE055	54	世界イベント	地政学SNS不安拡散の高止まり	0.93	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ54: SNS不安増幅が90.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE056	54	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ54: SNS不安増幅が90.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB085	55	社会反応	制度要求の可視化	0.41	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労63.5、生活防衛42.2、公平感欠損34.9	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB085	55	社会反応	制度要求の可視化	0.41	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労63.5、生活防衛42.2、公平感欠損34.9	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB086	55	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労63.5、生活防衛42.2、公平感欠損34.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB086	55	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労63.5、生活防衛42.2、公平感欠損34.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE055	55	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は監督/保全枠を維持。中途は配車DXと保守増員 / 東北ライフライン保守株式会社: 新卒維持+地元枠継続。中途を増やし夜間/災害対応経験を優先 / 未来通信システム株式会社: 新卒は信頼運用・説明力で厳選、中途は監査と省エネ強化	関東広域ロジスティクス株式会社: 現場職の将来不安が増。安全/AI必修が安心材料になる / 東北ライフライン保守株式会社: 生活不安に配慮が定着を支えるが、即戦力要求で焦りも増す / 未来通信システム株式会社: 採用絞りで不安増、説明・検証力の学習価値が上がる 現役側には 関東広域ロジスティクス株式会社: 説明不足で抵抗増。監査と安全重視で受容を狙う / 東北ライフライン保守株式会社: 当番最適化で負荷は減る一方、AI運用責任と学習負担が増える / 未来通信システム株式会社: 監査・省エネ・対外説明の追加負荷、再配置と再学習が進む
PL054_01	55	政策探索	施策の統合リリース（追加停止8step＋1レーン運用固定）	0.62	注意層（情報過敏/制度不信）＋中立層（迷い）＋現役納税層（対象外感）	政策疲労↓ 情報過負荷↓ 制度信頼↑ 二極化↓ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大でSNS不安が増幅、施策増が逆効果化し信頼と疲労が悪化中	不安情報が毎日流れて制度も頻繁に変わり、追うほど損しそうに感じる
PL054_02	55	政策探索	副作用監査の週次公開＋異議申立SLA未達の自動補償（非強制説明付き）	0.58	注意層（制度不信/不公平感）＋現役納税層＋対象外感が強い層	副作用圧↓ 公平感↑ 制度信頼↑ 炎上連鎖↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大でSNS不安が増幅、施策増が逆効果化し信頼と疲労が悪化中	困ったときに相談しても遅い/不公平になりそうで、最初から頼る気が起きない
FB087	56	社会反応	制度要求の可視化	0.38	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労61.9、生活防衛41.1、公平感欠損34.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB087	56	社会反応	制度要求の可視化	0.38	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労61.9、生活防衛41.1、公平感欠損34.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB088	56	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.9、生活防衛41.1、公平感欠損34.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB088	56	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.9、生活防衛41.1、公平感欠損34.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE056	56	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。炎上対策・監査の中途を優先 / 関東広域ロジスティクス株式会社: 新卒は監督/保全枠を維持。中途は配車DX/保守を厚く / 東北ライフライン保守株式会社: 新卒維持+地元枠継続。中途比率増、治安/災害経験を優先	首都圏業務支援株式会社: 定型業務入口が細り、運用・統制スキルが必須化 / 関東広域ロジスティクス株式会社: 監督/保全に機会集中。SNS不安で応募の迷いが増える / 東北ライフライン保守株式会社: 不安期でも地元安定志向に訴求。適性不一致の離脱リスクは残る 現役側には 首都圏業務支援株式会社: 承認負荷と監査対応が増え、再訓練と疲弊が進む / 関東広域ロジスティクス株式会社: 現場に説明負荷増。技能転換は進むが待遇不満は残りやすい / 東北ライフライン保守株式会社: 再配置と標準化で負担軽減も、AI運用/説明対応の追加負荷が増える
PL055_01	56	政策探索	取りこぼし即時補填（人手フォロー優先）	0.58	注意層（制度不信/情報過敏）＋妊娠中〜産後1年当事者＋中立層（迷い）	手続き到達↑ 制度信頼↑ 副作用圧↓ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労63.5で不信が再燃しやすい。増やさず取りこぼしとケア詰まりを塞ぐ。	不安情報が多すぎて、制度は結局うまく辿り着けない気がする。
PL055_02	56	政策探索	産後休息・代替ケア即時枠（任意/非強制）	0.62	妊娠中〜産後1年当事者＋若年層（雇用不安/復帰不安）＋注意層（制度不信）	ケア負担↓ 離職リスク↓ 未来経路↑ 制度信頼↑ 希望側への移動↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労63.5で不信が再燃しやすい。増やさず取りこぼしとケア詰まりを塞ぐ。	産んだ後に回らなくなるのが怖くて、踏み出す判断ができない。
PL056_02	56	政策探索	週次監査の3指標ダイジェスト＋誤認耐性Q&A（短文化）	0.50	中立層（迷い）＋注意層（制度不信/監視懸念）＋現役納税層（財源不安）＋非婚/非出産選択者	制度信頼↑ 公平感↑ 政策疲労↓ 切り取り拡散↓ 対象外反発↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、SNS不安で誤認拡散→制度不信と政策疲労が固定化しやすい	情報が多すぎて結局何が変わったのか分からず、信じるほど損をしそうに感じる
FB089	57	社会反応	制度要求の可視化	0.47	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労61.0、生活防衛37.3、制度要求36.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB089	57	社会反応	制度要求の可視化	0.47	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労61.0、生活防衛37.3、制度要求36.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB090	57	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.0、生活防衛37.3、制度要求36.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB090	57	社会反応	生活防衛シフト	0.60	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.0、生活防衛37.3、制度要求36.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE057	57	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は説明・監査適性で厳選、中途は運用信頼と省エネを増強 / 北関東精密加工株式会社: 新卒小枠維持。中途は保全/生技/調達・SNS対応の人事優先 / 首都圏業務支援株式会社: 新卒は最小維持。炎上対応・統制設計の中途を優先	未来通信システム株式会社: 選考は厳格化、説明・検証力が評価軸化し不安も増える / 北関東精密加工株式会社: 不安拡散で辞退増の恐れ。対話強化で安心感と技能習得速度を補う / 首都圏業務支援株式会社: 新卒枠は細りつつ、統制・危機対応スキルが評価される 現役側には 未来通信システム株式会社: 運用・監査負荷が増える一方、再配置で雇用は守られやすい / 北関東精密加工株式会社: 監査・保全・多能工へ役割転換圧。SNS由来の不信で士気変動が大きい / 首都圏業務支援株式会社: 承認要員・監査要員が増え負荷上昇、再配置で職務転換増
PL056_01	57	政策探索	産後ケア枠の優先順位・供給見える化＋代替導線固定	0.60	妊娠中〜産後1年当事者＋若年層（復帰不安）＋注意層（不公平感）	ケア負担↓ 不公平感↓ 制度信頼↑ 炎上連鎖↓ 離職リスク↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し、SNS不安で誤認拡散→制度不信と政策疲労が固定化しやすい	必要な時に使えない不安と不公平感がSNSで増幅し、制度から距離を置きたくなる
FB091	58	社会反応	制度要求の可視化	0.50	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労64.0、生活防衛42.0、制度要求38.0	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB091	58	社会反応	制度要求の可視化	0.50	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労64.0、生活防衛42.0、制度要求38.0	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB092	58	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労64.0、生活防衛42.0、制度要求38.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB092	58	社会反応	生活防衛シフト	0.69	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労64.0、生活防衛42.0、制度要求38.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE058	58	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒小枠維持。中途は保全/生技/調達・広報も優先 / 関東広域ロジスティクス株式会社: 新卒は監督/保全枠を維持。中途はBCP/広報/保守増 / 東北ライフライン保守株式会社: 新卒は地元枠維持。中途比率を上げ即戦力保安を優先	北関東精密加工株式会社: 不安増で辞退増リスク。相談導線が安心と定着に効く / 関東広域ロジスティクス株式会社: 採用枠は狭いが不安ケアと手順化で離職不安は緩和 / 東北ライフライン保守株式会社: 不安は強いが、可視化と相談窓口で応募/定着が持ち直す 現役側には 北関東精密加工株式会社: 現場は再配置と技能更新圧。保全/改善で役割再定義 / 関東広域ロジスティクス株式会社: 説明責任と手順遵守が増え負担増。相談線で摩擦低減 / 東北ライフライン保守株式会社: 再配置と当番最適化で負荷は下がるが、技能移行の緊張が増す
PL057_01	58	政策探索	副作用トリガ閾値・再開条件の公開＋自動補償先行	0.62	注意層（制度不信/不公平感）＋現役納税層＋対象外感が強い層	副作用圧↓ 制度信頼↑ 公平感↑ 炎上連鎖↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が上限で信頼が毀損リスク。追加より停止条件の明確化と疲労低減が先。	SNSで炎上と不安が増え、制度はいつ改悪されるか分からないと感じる。
PL057_02	58	政策探索	通知の自己決定（週1既定＋緊急カテゴリ選択＋根拠3行）	0.58	中立層（迷い）＋注意層（情報過敏/手続き離脱）＋若年単身/非婚層	政策疲労↓ 情報過負荷↓ 強制感誤認↓ 手続き到達↑ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が上限で信頼が毀損リスク。追加より停止条件の明確化と疲労低減が先。	生活防衛の余裕がなく、手続きや通知が増えるほど距離を置きたくなる。
WE057	58	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ58: SNS不安増幅が87.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は18.7。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
FB093	59	社会反応	制度要求の可視化	0.44	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労63.3、生活防衛39.6、公平感欠損34.9	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB093	59	社会反応	制度要求の可視化	0.44	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労63.3、生活防衛39.6、公平感欠損34.9	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB094	59	社会反応	生活防衛シフト	0.64	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労63.3、生活防衛39.6、公平感欠損34.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB094	59	社会反応	生活防衛シフト	0.64	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労63.3、生活防衛39.6、公平感欠損34.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE059	59	組織判断	企業・組織の採用育成判断	0.43	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。統制・危機対応・顧客折衝の中途を優先 / 関東広域ロジスティクス株式会社: 新卒は監督/保全に絞り維持。中途は保守・運行企画増 / 桐野市産業雇用課: 若者採用支援は重点業種に絞り、求人真偽審査を継続	首都圏業務支援株式会社: 新卒枠は細り不安増。AI運用・監査型スキルの学習誘因 / 関東広域ロジスティクス株式会社: 採用枠は狭いが技能明確化で学習指針が立つ / 桐野市産業雇用課: 採用口は狭まるが、検証力と地場就労の安心感が増す 現役側には 首都圏業務支援株式会社: 配置転換と再教育が増える。外注・非正規は稼働変動が拡大 / 関東広域ロジスティクス株式会社: 現場にAI/ロボ運用負荷増。相談線で不安緩和が必要 / 桐野市産業雇用課: 再配置と省力化で負荷は下がるが再学習と兼務が増える
PL058_01	59	政策探索	副作用トリガ閾値・再開条件の公開＋自動補償先行	0.60	注意層（制度不信/不公平感）＋現役納税層＋対象外感が強い層	副作用圧↓ 制度信頼↑ 公平感↑ 炎上連鎖↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で不信が再燃、SNS不安下で政策疲労が定着し離脱が増えやすい	制度がいつ止まり誰が損を補われるのか不明で、安心して手続きを始められない
PL058_02	59	政策探索	通知の自己決定（週1既定＋緊急カテゴリ選択＋根拠3行）	0.50	中立層（迷い）＋注意層（情報過敏/手続き離脱）＋若年単身/非婚層	政策疲労↓ 情報過負荷↓ 強制感誤認↓ 手続き到達↑ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で不信が再燃、SNS不安下で政策疲労が定着し離脱が増えやすい	通知が多いと追い詰められるので、必要なときだけ自分で選べる形なら続けられる
FB095	60	社会反応	制度要求の可視化	0.38	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労62.6、公平感欠損36.1、生活防衛31.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB095	60	社会反応	制度要求の可視化	0.38	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労62.6、公平感欠損36.1、生活防衛31.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB096	60	社会反応	生活防衛シフト	0.50	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労62.6、公平感欠損36.1、生活防衛31.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB096	60	社会反応	生活防衛シフト	0.50	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労62.6、公平感欠損36.1、生活防衛31.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE060	60	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持。顧客統制・セキュリティ中途を優先 / 関東広域ロジスティクス株式会社: 新卒は監督/保全に絞り維持。中途は運行企画・保守増 / 未来通信システム株式会社: 新卒は信頼運用・監査適性で絞り、中途は公共折衝と省エネ運用を増員	首都圏業務支援株式会社: 新卒枠が細り不安増。監査・AI運用技能の需要は上がる / 関東広域ロジスティクス株式会社: 採用枠は狭いが技能の見通しは明確。生活不安は残る / 未来通信システム株式会社: 厳選採用で不安増、監査/運用系の入口は増える 現役側には 首都圏業務支援株式会社: 運用責任と炎上不安が増す。職務転換・再訓練負荷が上昇 / 関東広域ロジスティクス株式会社: 現場は負荷増、運用技能で評価差。離職予防策が鍵 / 未来通信システム株式会社: 慢性不安下で運用負荷↑、監査対応と再学習が常態化
PL059_01	60	政策探索	1レーン固定の延長＋追加停止（短文化同梱）	0.58	中立層（迷い）＋注意層（情報過敏/制度不信）＋現役納税層（対象外感）	政策疲労↓ 情報過負荷↓ 二極化↓ 手続き到達↑ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で、政策疲労と公平感欠損が中立層の離脱手前を作っている	不安が強いのに制度は増える一方で、追うほど損をしそうに感じる
PL059_02	60	政策探索	副作用トリガ公開＋自動補償先行の一本化（週次3指標ダイジェスト）	0.62	注意層（制度不信/不公平感）＋現役納税層（財源不安）＋非婚/非出産選択者（対象外感）	副作用圧↓ 公平感↑ 制度信頼↑ 切り取り拡散↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で、政策疲労と公平感欠損が中立層の離脱手前を作っている	制度が間違えた時に自分が損しない保証が見えないと、将来の選択に踏み出せない
WE058	60	世界イベント	地政学SNS不安拡散の高止まり	0.76	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)	ステップ60: 財政圧力が84.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.2。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE059	60	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ60: 財政圧力が84.7。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)。日本の緩衝政策余力は21.2。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB097	61	社会反応	制度要求の可視化	0.52	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労61.1、生活防衛42.6、制度要求38.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB097	61	社会反応	制度要求の可視化	0.52	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労61.1、生活防衛42.6、制度要求38.7	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB098	61	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.1、生活防衛42.6、制度要求38.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB098	61	社会反応	生活防衛シフト	0.70	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.1、生活防衛42.6、制度要求38.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE061	61	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	関東広域ロジスティクス株式会社: 新卒は監督/保全に絞り継続。中途は運行企画と保全厚め / 北関東精密加工株式会社: 新卒小枠維持。中途は品質/生技/保全を優先 / 首都圏業務支援株式会社: 新卒は最小維持。統制・監査・CS中途を優先	関東広域ロジスティクス株式会社: 安心材料は増えるが配属幅が狭く選別不安が残る / 北関東精密加工株式会社: 採用枠不安は残るが、技能可視化で成長実感は上向く / 首都圏業務支援株式会社: 新卒枠は細り、監査・対応力ある若手が有利 現役側には 関東広域ロジスティクス株式会社: 現場の再学習負荷増。対話負担も増えるが離職は抑制 / 北関東精密加工株式会社: 再配置と自動化で負荷平準化。学び直し圧力は増える / 首都圏業務支援株式会社: 現場は炎上対応と再配置増。監査運用スキルが必須化
PL060_01	61	政策探索	社会維持活動nat報酬（育児以外も等価）	0.58	現役納税層（対象外感）＋中立層（迷い）＋非婚/非出産選択者	公平感↑ 制度信頼↑ 対象外反発↓ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が天井で、政策疲労と対象外感が中立層の信頼回復を阻害。供給制約下で増設より分配設計が要。	物価も不安も上がるのに、支援が『自分には関係ない』形で進むほど置いていかれる感じが強い。
PL060_02	61	政策探索	家族形成面談・即時予約の任意ワンタップ化（通知は週1の中に集約）	0.52	若年層（雇用不安/復帰不安）＋中立層（迷い）＋注意層（情報過敏/手続き離脱）	手続き到達↑ 未来経路↑ 強制感誤認↓ 政策疲労↓ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が天井で、政策疲労と対象外感が中立層の信頼回復を阻害。供給制約下で増設より分配設計が要。	選択肢が多すぎて調べ疲れするので、押しつけじゃなく1回で状況整理できる入口がほしい。
PL061_02	61	政策探索	通知・監査の月1標準化＋緊急時だけ即時	0.58	注意層（情報過敏/制度不信）＋中立層（迷い）＋現役納税層（財源不安）	政策疲労↓ 情報過負荷↓ 切り取り拡散↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労61が高止まり。SNS不安下で誤認拡散と対象外反発が再燃しやすい。	毎週の更新が続くと追えず、結局どれも信用できない気分になる。
FB099	62	社会反応	制度要求の可視化	0.61	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労58.2、制度要求43.8、生活防衛41.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB099	62	社会反応	制度要求の可視化	0.61	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労58.2、制度要求43.8、生活防衛41.1	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB100	62	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労58.2、制度要求43.8、生活防衛41.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB100	62	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労58.2、制度要求43.8、生活防衛41.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
